Date,Open,High,Low,Close,Adj Close,Volume
2018-10-26,72.000000,72.709999,70.690002,72.070000,69.747658,8371100
2018-10-29,73.260002,74.010002,71.389999,72.190002,69.863792,9874200
2018-10-30,73.070000,74.639999,72.809998,74.510002,72.109024,9470000
2018-10-31,75.500000,76.339996,74.919998,75.040001,72.621948,8755500
2018-11-01,75.230003,76.839996,74.839996,76.790001,74.315559,6117800
2018-11-02,77.529999,78.589996,75.709999,76.580002,74.112328,6995100
2018-11-05,76.489998,77.769997,76.050003,77.529999,75.031700,7143300
2018-11-06,77.339996,77.580002,76.360001,76.570000,74.102654,6424200
2018-11-07,76.940002,78.230003,76.570000,77.970001,75.457527,5403900
2018-11-08,77.690002,78.160004,77.239998,77.779999,75.273666,5425000
2018-11-09,77.709999,77.769997,75.529999,76.360001,73.899414,4737600
2018-11-12,76.349998,76.769997,74.989998,75.099998,72.680016,5204900
2018-11-13,75.529999,76.269997,74.839996,75.199997,72.776802,4584600
2018-11-14,76.320000,77.489998,74.889999,75.199997,72.776802,7984200
2018-11-15,74.440002,74.669998,72.889999,74.330002,71.934830,7858300
2018-11-16,73.760002,75.519997,73.059998,74.739998,72.331612,8064200
2018-11-19,74.690002,74.750000,71.860001,72.519997,70.183151,6744900
2018-11-20,70.489998,72.070000,69.519997,71.120003,68.828270,9053900
2018-11-21,71.989998,72.900002,71.809998,72.370003,70.037994,7326100
2018-11-23,72.050003,72.519997,71.410004,71.489998,69.186340,2582300
2018-11-26,72.339996,73.000000,72.269997,72.709999,70.367035,6458300
2018-11-27,72.279999,72.550003,71.300003,72.089996,69.767006,5008000
2018-11-28,72.300003,74.760002,72.300003,74.660004,72.254204,6167200
2018-11-29,74.639999,74.949997,73.320000,74.339996,71.944496,5436700
2018-11-30,74.180000,75.480003,73.900002,75.120003,72.915176,7947300
2018-12-03,77.099998,79.000000,76.930000,77.940002,75.652397,10211800
2018-12-04,77.419998,78.400002,75.410004,75.790001,73.565491,8800400
2018-12-06,74.370003,75.570000,73.589996,75.540001,73.322830,9693700
2018-12-07,75.040001,75.970001,72.870003,73.339996,71.187393,6133700
2018-12-10,73.099998,73.709999,70.610001,72.510002,70.381760,7235000
2018-12-11,73.870003,74.570000,72.559998,73.570000,71.410629,7794500
2018-12-12,74.519997,75.279999,73.510002,74.320000,72.138626,6950400
2018-12-13,74.500000,74.589996,72.589996,72.930000,70.789421,7454800
2018-12-14,71.970001,73.650002,71.410004,72.529999,70.401161,7221200
2018-12-17,71.370003,71.769997,69.459999,69.900002,67.848366,10647700
2018-12-18,70.900002,72.410004,70.430000,71.150002,69.061676,7533300
2018-12-19,71.449997,72.000000,68.320000,68.970001,66.945663,8426100
2018-12-20,68.730003,69.570000,66.529999,67.529999,65.547928,14488500
2018-12-21,73.290001,74.290001,71.250000,72.370003,70.245865,28487900
2018-12-24,71.400002,71.930000,68.080002,68.099998,66.101196,8551400
2018-12-26,68.699997,73.010002,68.650002,73.010002,70.867096,10019200
2018-12-27,72.180000,73.730003,70.989998,73.669998,71.507721,9004900
2018-12-28,73.970001,74.459999,72.570000,73.339996,71.187393,6197000
2018-12-31,73.980003,74.459999,73.519997,74.139999,71.963921,5519100
2019-01-02,72.790001,74.639999,72.190002,74.059998,71.886269,6762700
2019-01-03,73.250000,73.320000,71.209999,72.750000,70.614716,8007400
2019-01-04,73.449997,75.120003,73.120003,74.650002,72.458961,7844200
2019-01-07,74.739998,76.360001,74.300003,75.720001,73.497543,8184800
2019-01-08,76.830002,77.400002,76.199997,76.730003,74.477905,8809000
2019-01-09,76.970001,77.150002,76.139999,76.589996,74.342003,8591000
2019-01-10,75.639999,77.339996,75.459999,76.419998,74.176994,11148600
2019-01-11,76.339996,76.889999,75.800003,76.040001,73.808151,10689900
2019-01-14,75.459999,76.809998,75.459999,76.089996,73.856674,5677400
2019-01-15,76.190002,77.980003,76.129997,77.879997,75.594139,6212400
2019-01-16,78.000000,78.849998,77.589996,77.680000,75.400009,5697100
2019-01-17,77.540001,79.400002,77.309998,79.129997,76.807457,7737300
2019-01-18,79.949997,80.970001,79.739998,80.449997,78.088722,10404100
2019-01-22,80.330002,81.309998,80.199997,80.750000,78.379906,8781700
2019-01-23,81.190002,81.400002,80.220001,80.500000,78.137230,5823000
2019-01-24,80.599998,80.870003,79.550003,80.440002,78.079010,4753200
2019-01-25,81.250000,81.330002,80.430000,80.610001,78.244011,4457100
2019-01-28,79.800003,80.510002,79.739998,80.320000,77.962517,5452000
2019-01-29,80.360001,80.830002,79.839996,80.220001,77.865463,4187500
2019-01-30,80.400002,81.290001,80.059998,81.279999,78.894348,5200200
2019-01-31,81.180000,81.949997,80.709999,81.879997,79.476753,8599200
2019-02-01,81.830002,81.900002,81.129997,81.510002,79.117607,5351900
2019-02-04,81.220001,82.000000,80.830002,81.989998,79.583504,4236600
2019-02-05,81.980003,83.190002,81.930000,82.860001,80.427986,6545600
2019-02-06,82.510002,82.709999,81.639999,82.709999,80.282387,3682800
2019-02-07,82.150002,82.849998,81.709999,82.389999,79.971771,4827500
2019-02-08,82.250000,82.720001,81.940002,82.360001,79.942650,3786500
2019-02-11,82.949997,83.830002,82.870003,83.680000,81.223915,6158500
2019-02-12,83.970001,84.839996,83.620003,84.709999,82.223679,6290300
2019-02-13,84.760002,85.589996,84.760002,85.400002,82.893417,5032800
2019-02-14,84.610001,85.139999,83.699997,84.680000,82.194557,5179000
2019-02-15,85.489998,85.779999,85.099998,85.379997,82.874008,6111300
2019-02-19,84.580002,85.050003,84.459999,84.570000,82.087776,5105900
2019-02-20,84.629997,84.949997,84.349998,84.839996,82.349861,6436100
2019-02-21,83.570000,84.150002,83.349998,83.949997,81.485985,8579200
2019-02-22,84.199997,85.019997,84.029999,84.760002,82.272224,4449500
2019-02-25,85.389999,85.730003,84.959999,85.169998,82.670174,6229700
2019-02-26,85.309998,86.080002,85.199997,85.800003,83.281693,6678700
2019-02-27,85.529999,86.220001,85.059998,86.169998,83.640831,4588200
2019-02-28,86.080002,86.400002,85.680000,85.730003,83.213753,4988100
2019-03-01,86.930000,87.989998,86.239998,87.160004,84.819427,6314900
2019-03-04,87.320000,87.989998,85.110001,85.639999,83.340248,7339500
2019-03-05,85.879997,86.250000,85.440002,85.440002,83.145630,4976300
2019-03-06,85.599998,85.989998,85.040001,85.129997,82.843933,3198000
2019-03-07,84.970001,85.410004,84.660004,85.260002,82.970467,4321800
2019-03-08,84.580002,84.879997,84.019997,84.800003,82.522820,4669700
2019-03-11,85.389999,85.940002,85.050003,85.820000,83.515419,3999800
2019-03-12,85.779999,86.080002,85.019997,85.430000,83.135887,4431600
2019-03-13,85.699997,86.660004,85.599998,85.930000,83.622452,5037800
2019-03-14,86.150002,86.879997,85.699997,86.870003,84.537231,5906100
2019-03-15,87.220001,87.610001,85.959999,86.800003,84.469109,11031400
2019-03-18,87.300003,87.839996,87.000000,87.820000,85.461700,7750700
2019-03-19,88.220001,88.589996,87.290001,87.690002,85.335197,6642200
2019-03-20,87.500000,87.580002,86.089996,86.690002,84.362061,5991500
2019-03-21,87.239998,88.120003,86.830002,88.010002,85.646614,10386900
2019-03-22,85.199997,85.900002,82.150002,82.190002,79.982903,21659800
2019-03-25,81.480003,83.220001,80.889999,82.330002,80.119133,15558300
2019-03-26,83.629997,84.089996,82.910004,83.379997,81.140938,9611900
2019-03-27,83.690002,83.800003,82.040001,83.089996,80.858719,6485100
2019-03-28,83.930000,84.720001,83.699997,84.040001,81.783218,6032700
2019-03-29,84.599998,84.849998,83.860001,84.209999,81.948647,6492000
2019-04-01,85.040001,85.320000,84.699997,85.230003,82.941269,6737400
2019-04-02,85.000000,85.260002,84.160004,84.370003,82.104355,4433800
2019-04-03,84.900002,84.989998,84.250000,84.470001,82.201660,4080900
2019-04-04,84.489998,85.379997,84.360001,85.279999,82.989929,3660700
2019-04-05,86.000000,86.160004,85.050003,85.400002,83.106689,7367400
2019-04-08,85.010002,85.290001,84.570000,84.730003,82.454697,4705800
2019-04-09,84.220001,84.599998,83.970001,84.279999,82.016777,3804500
2019-04-10,84.639999,85.010002,84.559998,84.879997,82.600662,3918400
2019-04-11,84.900002,85.050003,84.279999,85.000000,82.717430,3347400
2019-04-12,85.300003,86.489998,85.290001,86.239998,83.924141,6037000
2019-04-15,86.889999,87.239998,86.440002,86.830002,84.498299,5034900
2019-04-16,87.000000,87.949997,87.000000,87.800003,85.442253,4652700
2019-04-17,87.949997,88.970001,87.449997,88.730003,86.347275,5694900
2019-04-18,88.760002,90.000000,88.699997,89.199997,86.804642,7016600
2019-04-22,88.349998,88.639999,87.300003,87.360001,85.014061,5390500
2019-04-23,87.570000,87.669998,87.010002,87.430000,85.082176,7513700
2019-04-24,87.669998,88.820000,87.430000,88.389999,86.016396,8063000
2019-04-25,88.400002,88.540001,87.489998,87.559998,85.208694,7069900
2019-04-26,87.949997,88.940002,87.330002,88.309998,85.938553,6219600
2019-04-29,88.180000,88.510002,88.129997,88.260002,85.889893,5008400
2019-04-30,88.290001,88.400002,87.260002,87.830002,85.471443,7614100
2019-05-01,87.730003,87.949997,85.870003,85.900002,83.593262,6524600
2019-05-02,86.209999,86.279999,84.989998,85.269997,82.980179,6813700
2019-05-03,85.900002,86.300003,85.699997,85.699997,83.398651,6798300
2019-05-06,83.769997,83.870003,82.860001,83.570000,81.325836,12836600
2019-05-07,83.019997,83.629997,81.830002,82.540001,80.323502,9811300
2019-05-08,82.430000,83.989998,82.139999,82.769997,80.547333,9501300
2019-05-09,82.209999,83.010002,81.540001,82.980003,80.751678,6336600
2019-05-10,82.779999,84.269997,82.190002,83.949997,81.695641,5450500
2019-05-13,81.650002,82.629997,81.320000,82.529999,80.313759,6445200
2019-05-14,82.779999,84.000000,82.059998,83.669998,81.423164,7529200
2019-05-15,83.169998,84.489998,82.940002,84.010002,81.754028,4862200
2019-05-16,84.510002,85.400002,84.199997,84.279999,82.016777,6745200
2019-05-17,83.510002,85.519997,83.500000,84.570000,82.298973,5068200
2019-05-20,83.800003,83.800003,82.739998,82.849998,80.625175,7181900
2019-05-21,83.360001,83.800003,82.510002,83.639999,81.393959,5762500
2019-05-22,82.989998,83.339996,82.760002,83.199997,80.965767,5237800
2019-05-23,82.500000,83.059998,81.989998,82.639999,80.420807,9704200
2019-05-24,82.199997,83.169998,82.089996,82.160004,79.953705,5999000
2019-05-28,82.849998,83.190002,81.129997,81.199997,79.019485,7927300
2019-05-29,80.709999,80.860001,77.699997,78.870003,76.752060,10116900
2019-05-30,78.919998,79.730003,78.610001,79.260002,77.131577,6177800
2019-05-31,78.000000,78.260002,77.070000,77.139999,75.277458,8891100
2019-06-03,77.239998,78.580002,77.080002,77.959999,76.077652,11665500
2019-06-04,79.300003,81.650002,78.779999,81.620003,79.649277,7526800
2019-06-05,82.290001,82.900002,81.930000,82.720001,80.722733,8173200
2019-06-06,82.720001,83.059998,82.080002,82.449997,80.459244,4953000
2019-06-07,83.089996,83.680000,82.809998,83.410004,81.396080,3891100
2019-06-10,83.750000,84.199997,82.449997,82.580002,80.586098,4419800
2019-06-11,83.650002,84.339996,83.129997,83.260002,81.249680,3939400
2019-06-12,83.480003,84.019997,82.519997,82.629997,80.634872,4025900
2019-06-13,83.150002,83.919998,83.050003,83.610001,81.591232,3383400
2019-06-14,83.510002,83.860001,83.040001,83.440002,81.425339,4355600
2019-06-17,83.339996,83.459999,82.010002,82.110001,80.127434,5101900
2019-06-18,82.699997,84.650002,82.500000,84.300003,82.264587,6456500
2019-06-19,83.730003,83.900002,83.139999,83.550003,81.532684,6217700
2019-06-20,84.900002,85.669998,84.419998,85.239998,83.181870,6163800
2019-06-21,85.160004,85.750000,84.599998,85.750000,83.679558,9289800
2019-06-24,86.000000,86.849998,84.370003,84.500000,82.459732,8043300
2019-06-25,84.599998,84.690002,82.160004,82.620003,80.625137,7339900
2019-06-26,83.150002,83.690002,82.440002,82.550003,80.556824,5838500
2019-06-27,82.930000,83.769997,82.930000,83.660004,81.640038,11436700
2019-06-28,83.989998,84.750000,82.669998,83.949997,81.923012,12443800
2019-07-01,84.930000,86.279999,84.900002,85.410004,83.347778,6587300
2019-07-02,85.360001,85.470001,84.220001,84.959999,82.908646,7187200
2019-07-03,85.330002,86.290001,85.120003,86.199997,84.118698,4012800
2019-07-05,85.800003,86.910004,85.419998,86.820000,84.723724,6440900
2019-07-08,86.059998,88.519997,85.970001,88.480003,86.343651,7052000
2019-07-09,88.099998,88.800003,87.820000,88.040001,85.914268,6219700
2019-07-10,88.480003,88.940002,87.389999,87.440002,85.328751,5985500
2019-07-11,87.709999,88.300003,87.400002,88.290001,86.158241,3942400
2019-07-12,88.180000,89.309998,88.010002,89.120003,86.968201,4240900
2019-07-15,89.059998,89.870003,89.059998,89.480003,87.319519,3750900
2019-07-16,89.500000,89.709999,88.570000,88.599998,86.460762,5812800
2019-07-17,88.419998,88.690002,87.440002,87.500000,85.387299,4461500
2019-07-18,87.629997,87.760002,86.760002,87.440002,85.328751,4607000
2019-07-19,87.730003,87.879997,86.480003,86.550003,84.460251,6635300
2019-07-22,86.559998,86.989998,85.830002,85.970001,83.894257,6810300
2019-07-23,86.639999,87.099998,86.230003,86.699997,84.606613,5659900
2019-07-24,86.650002,87.209999,86.309998,86.699997,84.606613,6362900
2019-07-25,86.820000,87.500000,86.589996,87.279999,85.172630,4546400
2019-07-26,87.440002,87.839996,86.769997,87.540001,85.426361,3707200
2019-07-29,87.650002,87.870003,87.180000,87.620003,85.504417,4387300
2019-07-30,86.820000,87.910004,86.360001,87.199997,85.094543,3561200
2019-07-31,87.089996,87.269997,85.550003,86.029999,83.952812,5818200
2019-08-01,85.260002,86.769997,82.699997,83.120003,81.113068,7871800
2019-08-02,82.529999,83.239998,80.790001,81.139999,79.180878,8761400
2019-08-05,79.660004,80.050003,78.190002,78.970001,77.063255,8493300
2019-08-06,79.849998,81.589996,79.489998,81.300003,79.337013,8664500
2019-08-07,80.500000,81.820000,80.089996,81.279999,79.317490,6275000
2019-08-08,81.809998,83.360001,81.610001,83.000000,80.995949,6208900
2019-08-09,83.139999,83.430000,81.320000,81.980003,80.000587,5460200
2019-08-12,81.410004,81.949997,81.180000,81.650002,79.678551,3762500
2019-08-13,81.169998,84.150002,80.849998,83.320000,81.308220,6896800
2019-08-14,81.239998,81.690002,80.510002,81.029999,79.073532,7266100
2019-08-15,80.930000,81.300003,79.440002,79.510002,77.590233,6713600
2019-08-16,80.089996,80.559998,79.250000,80.279999,78.341637,5649000
2019-08-19,82.000000,82.339996,80.830002,81.129997,79.171097,7027900
2019-08-20,80.720001,81.230003,79.449997,80.529999,78.585594,5903100
2019-08-21,81.940002,82.839996,81.629997,82.739998,80.742233,6454200
2019-08-22,83.000000,83.720001,82.500000,83.309998,81.298477,5571600
2019-08-23,82.019997,82.760002,80.029999,80.440002,78.497780,8497800
2019-08-26,81.440002,82.279999,80.739998,82.250000,80.264076,4336000
2019-08-27,82.629997,83.180000,82.000000,82.029999,80.049385,3842500
2019-08-28,81.900002,83.589996,81.720001,83.480003,81.464378,4123700
2019-08-29,84.220001,85.769997,84.169998,85.379997,83.318497,5101900
2019-08-30,85.699997,85.989998,84.410004,84.500000,82.672760,5235400
2019-09-03,84.000000,84.830002,83.620003,84.669998,82.839096,6360800
2019-09-04,85.580002,86.500000,85.500000,86.349998,84.482750,4151200
2019-09-05,87.279999,88.620003,87.279999,88.419998,86.508003,6328400
2019-09-06,88.400002,88.980003,88.019997,88.690002,86.772156,3625300
2019-09-09,88.940002,89.349998,88.419998,88.669998,86.752602,4282400
2019-09-10,88.260002,88.629997,86.290001,86.830002,84.952385,7072400
2019-09-11,86.959999,87.250000,85.870003,86.750000,84.874107,4623300
2019-09-12,87.099998,88.070000,86.220001,87.669998,85.774223,4057500
2019-09-13,88.250000,88.790001,87.300003,87.320000,85.431786,5894700
2019-09-16,87.089996,87.820000,86.669998,87.269997,85.382874,4171700
2019-09-17,86.769997,87.639999,86.470001,87.589996,85.695953,3248400
2019-09-18,87.650002,88.400002,87.209999,88.080002,86.175354,4722200
2019-09-19,88.400002,88.720001,87.510002,87.699997,85.803566,4231200
2019-09-20,88.000000,88.489998,86.669998,86.680000,84.805634,6991100
2019-09-23,86.980003,88.019997,86.800003,87.690002,85.793793,4790000
2019-09-24,88.449997,88.690002,86.760002,87.180000,85.294815,10202900
2019-09-25,91.779999,92.790001,90.150002,90.809998,88.846321,25330700
2019-09-26,91.620003,92.449997,90.250000,92.169998,90.176918,10408300
2019-09-27,91.849998,92.860001,91.599998,92.309998,90.313889,6420500
2019-09-30,92.529999,94.080002,92.500000,93.919998,91.889069,7401200
2019-10-01,94.129997,94.750000,92.059998,92.279999,90.284515,8464900
2019-10-02,91.470001,91.839996,90.570000,91.489998,89.511635,6933900
2019-10-03,91.309998,92.320000,90.349998,92.220001,90.225830,5762300
2019-10-04,92.220001,93.169998,91.930000,93.070000,91.057449,4551400
2019-10-07,92.500000,93.919998,92.400002,93.169998,91.155289,4975400
2019-10-08,90.449997,92.709999,90.410004,91.750000,89.765991,6916800
2019-10-09,92.410004,93.050003,91.820000,92.519997,90.519341,5115900
2019-10-10,93.500000,93.500000,92.720001,93.000000,90.988960,5794100
2019-10-11,94.000000,94.570000,93.559998,93.879997,91.849937,6220100
2019-10-14,94.199997,95.250000,94.050003,94.879997,92.828316,4636000
2019-10-15,95.000000,95.180000,94.120003,94.790001,92.740257,4292500
2019-10-16,94.089996,95.139999,94.070000,94.879997,92.828316,4883300
2019-10-17,95.570000,95.889999,94.970001,95.559998,93.493591,3427400
2019-10-18,94.809998,96.459999,94.800003,96.099998,94.021927,6209200
2019-10-21,96.610001,96.870003,95.419998,96.220001,94.139328,5185800
2019-10-22,96.059998,96.830002,95.519997,95.599998,93.532738,5470100
2019-10-23,95.029999,95.540001,92.120003,92.320000,90.323677,11933600
2019-10-24,92.680000,92.870003,90.989998,91.500000,89.521400,12085800
2019-10-25,91.440002,91.830002,90.750000,90.919998,88.953949,8147200
2019-10-28,91.059998,91.300003,90.169998,90.849998,88.885452,10304700
2019-10-29,90.849998,90.919998,89.129997,89.279999,87.349403,9044700
2019-10-30,89.449997,90.269997,89.349998,90.190002,88.239723,8127500
2019-10-31,90.000000,90.410004,88.940002,89.550003,87.613579,6752000
2019-11-01,90.180000,90.529999,89.000000,89.180000,87.251572,5263600
2019-11-04,90.129997,90.559998,89.320000,89.860001,87.916870,8161200
2019-11-05,90.150002,90.339996,89.540001,89.879997,87.936424,5589700
2019-11-06,90.639999,90.720001,88.739998,89.480003,87.545090,7033800
2019-11-07,90.470001,90.599998,89.769997,90.400002,88.445190,7110000
2019-11-08,90.279999,90.349998,89.290001,89.809998,87.867950,4555400
2019-11-11,89.370003,90.099998,89.370003,90.050003,88.102768,3247300
2019-11-12,90.309998,92.029999,89.489998,89.500000,87.564659,3979600
2019-11-13,89.730003,91.550003,89.570000,91.290001,89.315941,5923600
2019-11-14,91.489998,91.959999,90.720001,91.269997,89.296364,6035300
2019-11-15,92.139999,93.559998,91.959999,93.040001,91.028091,6785500
2019-11-18,93.500000,94.260002,92.910004,94.180000,92.143448,6165600
2019-11-19,94.610001,95.120003,93.059998,93.610001,91.585770,5368400
2019-11-20,94.110001,94.400002,92.769997,93.050003,91.037888,6235400
2019-11-21,92.620003,93.300003,92.070000,92.160004,90.167122,5493100
2019-11-22,92.209999,93.349998,91.930000,93.339996,91.321609,4264400
2019-11-25,93.779999,93.970001,92.739998,92.900002,90.891129,5419700
2019-11-26,93.379997,93.629997,93.019997,93.330002,91.311836,5907400
2019-11-27,93.500000,94.379997,93.500000,94.139999,92.104309,4017400
2019-11-29,94.370003,94.610001,93.389999,93.489998,91.707031,2541800
2019-12-02,94.089996,94.279999,92.980003,93.559998,91.775696,3892000
2019-12-03,92.480003,92.550003,91.309998,92.459999,90.696693,5570700
2019-12-04,92.809998,93.790001,92.730003,93.720001,91.932648,4456400
2019-12-05,95.879997,95.949997,94.680000,95.790001,93.963188,6946000
2019-12-06,96.559998,97.309998,96.379997,97.000000,95.150093,6368500
2019-12-09,97.019997,97.629997,96.160004,96.629997,94.787155,6517800
2019-12-10,96.760002,97.589996,96.629997,97.010002,95.159912,4234300
2019-12-11,96.900002,97.320000,96.650002,97.180000,95.326675,4319700
2019-12-12,97.320000,98.180000,96.900002,97.720001,95.856377,4762800
2019-12-13,97.430000,98.290001,96.910004,97.769997,95.905411,5247600
2019-12-16,98.139999,99.339996,98.059998,98.809998,96.925568,8211300
2019-12-17,99.379997,100.169998,99.050003,99.650002,97.749565,7050700
2019-12-18,100.199997,100.790001,99.580002,100.570000,98.652023,7332000
2019-12-19,100.500000,101.269997,99.629997,101.150002,99.220963,12214500
2019-12-20,101.000000,101.400002,98.849998,99.959999,98.053642,17641600
2019-12-23,100.230003,100.690002,99.550003,100.040001,98.132133,6350500
2019-12-24,99.830002,100.660004,99.760002,100.139999,98.230217,3328100
2019-12-26,100.339996,100.750000,100.110001,100.709999,98.789345,3709900
2019-12-27,101.000000,101.790001,100.989998,101.570000,99.632942,5307500
2019-12-30,101.540001,101.610001,100.459999,100.800003,98.877625,3495200
2019-12-31,100.580002,101.389999,100.510002,101.309998,99.377899,3213600
2020-01-02,101.360001,102.209999,101.019997,102.199997,100.250931,5644100
2020-01-03,100.589996,102.000000,100.309998,101.919998,99.976273,4541800
2020-01-06,100.949997,101.839996,100.870003,101.830002,99.887985,4612400
2020-01-07,101.809998,102.739998,100.809998,101.779999,99.838928,6719900
2020-01-08,101.309998,102.139999,100.849998,101.550003,99.613327,4942200
2020-01-09,101.940002,102.410004,101.389999,101.480003,99.544662,5007500
2020-01-10,101.889999,101.930000,100.760002,100.900002,98.975723,5135300
2020-01-13,101.000000,102.339996,100.820000,102.160004,100.211693,6722400
2020-01-14,102.449997,103.889999,102.349998,102.919998,100.957191,5088500
2020-01-15,103.250000,103.699997,102.480003,102.790001,100.829666,4209200
2020-01-16,102.879997,103.570000,102.849998,103.370003,101.398628,6571700
2020-01-17,103.430000,104.550003,103.339996,104.529999,102.536484,6271200
2020-01-21,104.250000,104.690002,103.809998,104.580002,102.585526,4854700
2020-01-22,105.000000,105.620003,104.419998,104.489998,102.497261,5031400
2020-01-23,104.029999,104.370003,102.620003,103.019997,101.055283,7102900
2020-01-24,103.589996,103.889999,101.660004,102.029999,100.084167,3839300
2020-01-27,98.209999,100.709999,98.010002,100.239998,98.328308,9841400
2020-01-28,100.339996,101.050003,99.519997,100.410004,98.495064,5673200
2020-01-29,101.070000,101.300003,99.169998,99.839996,97.935936,4503700
2020-01-30,99.019997,99.750000,97.370003,98.190002,96.317406,7065100
2020-01-31,98.110001,98.449997,95.919998,96.300003,94.463448,8780300
2020-02-03,99.000000,100.919998,98.570000,99.269997,97.376801,9727000
2020-02-04,101.910004,102.779999,101.260002,101.379997,99.446571,6559600
2020-02-05,101.760002,101.970001,99.529999,100.540001,98.622589,6108300
2020-02-06,100.900002,101.529999,100.160004,100.269997,98.357742,5641800
2020-02-07,99.809998,100.400002,98.970001,99.440002,97.543564,4121800
2020-02-10,99.220001,100.510002,99.000000,100.019997,98.112503,4213900
2020-02-11,100.070000,100.349998,99.440002,100.019997,98.112503,4871800
2020-02-12,100.739998,103.080002,100.440002,103.000000,101.035675,8075600
2020-02-13,102.510002,103.739998,101.680000,103.370003,101.398628,5386800
2020-02-14,103.529999,103.889999,102.449997,103.540001,101.565376,4305300
2020-02-18,103.000000,103.379997,101.610001,102.000000,100.054741,4916200
2020-02-19,102.660004,103.389999,102.430000,102.459999,100.505966,6200500
2020-02-20,102.459999,102.629997,100.550003,102.529999,100.574638,6427600
2020-02-21,102.000000,102.080002,99.629997,100.250000,98.338104,5750900
2020-02-24,95.540001,97.070000,95.250000,95.910004,94.080872,8364200
2020-02-25,96.349998,96.760002,92.620003,92.900002,91.128288,9602100
2020-02-26,93.080002,94.650002,91.989998,92.000000,90.245461,9308400
2020-02-27,90.000000,93.059998,88.500000,88.550003,86.861259,12825700
2020-02-28,86.029999,89.470001,85.150002,89.379997,87.918678,16552400
2020-03-02,89.599998,93.139999,87.910004,92.680000,91.164719,14102000
2020-03-03,92.739998,94.980003,90.570000,90.930000,89.443329,14767600
2020-03-04,92.080002,93.820000,90.839996,93.790001,92.256584,6904400
2020-03-05,91.260002,91.680000,89.940002,90.580002,89.099060,8851100
2020-03-06,88.360001,89.389999,85.879997,88.360001,86.915352,12336400
2020-03-09,81.889999,86.739998,80.919998,84.110001,82.734825,13272700
2020-03-10,86.690002,88.400002,82.879997,88.300003,86.856331,12755900
2020-03-11,84.000000,84.629997,82.070000,84.000000,82.626633,16172000
2020-03-12,78.230003,78.489998,73.000000,74.199997,72.986862,21534800
2020-03-13,78.199997,78.199997,71.760002,75.580002,74.344299,21859600
2020-03-16,65.279999,72.970001,63.369999,66.790001,65.698013,17976700
2020-03-17,67.510002,73.330002,62.400002,69.839996,68.698143,17122100
2020-03-18,64.790001,68.330002,60.000000,68.040001,66.927582,19498800
2020-03-19,67.040001,72.709999,64.150002,70.339996,69.189964,16177200
2020-03-20,71.510002,74.059998,67.199997,67.449997,66.347221,15761900
2020-03-23,65.000000,66.879997,60.580002,62.799999,61.773243,17690000
2020-03-24,65.699997,72.660004,64.000000,72.330002,71.147423,18849500
2020-03-25,80.110001,83.489998,76.199997,79.010002,77.718224,27053200
2020-03-26,80.169998,86.860001,80.010002,84.300003,82.921738,17200800
2020-03-27,81.699997,85.739998,79.510002,83.230003,81.869232,14183400
2020-03-30,84.000000,85.959999,81.500000,85.379997,83.984062,10960100
2020-03-31,85.129997,85.730003,82.400002,82.739998,81.387230,9610100
2020-04-01,79.489998,81.180000,78.529999,79.230003,77.934608,9771300
2020-04-02,79.000000,81.599998,77.160004,80.139999,78.829742,12731300
2020-04-03,79.360001,79.790001,77.910004,78.860001,77.570663,8476900
2020-04-06,81.910004,85.040001,81.209999,84.629997,83.246323,11266500
2020-04-07,88.699997,88.870003,84.029999,84.160004,82.784019,10468100
2020-04-08,84.699997,85.769997,83.610001,85.300003,83.905373,6642700
2020-04-09,86.690002,87.389999,85.160004,86.790001,85.371025,7773600
2020-04-13,85.800003,85.989998,84.139999,84.459999,83.079109,5077600
2020-04-14,85.949997,87.769997,85.480003,87.470001,86.039894,6397200
2020-04-15,84.870003,85.879997,83.709999,85.040001,83.649628,8053900
2020-04-16,85.430000,86.529999,84.550003,86.300003,84.889046,9373800
2020-04-17,89.000000,90.250000,88.360001,89.910004,88.439995,8111400
2020-04-20,88.430000,89.440002,87.519997,87.900002,86.462875,7244400
2020-04-21,85.989998,86.900002,85.089996,85.199997,83.807007,6597000
2020-04-22,86.980003,89.440002,86.419998,88.769997,87.318634,6463000
2020-04-23,88.940002,89.529999,87.260002,87.349998,85.921852,5343500
2020-04-24,88.889999,89.120003,87.650002,88.370003,86.925186,4450100
2020-04-27,88.379997,89.870003,87.309998,89.370003,87.908829,6875100
2020-04-28,90.550003,90.709999,88.629997,88.800003,87.348145,5145400
2020-04-29,90.000000,91.389999,87.830002,88.070000,86.630081,9461400
2020-04-30,87.000000,88.000000,86.510002,87.180000,85.754639,9371400
2020-05-01,85.669998,86.110001,84.809998,85.540001,84.141457,6151200
2020-05-04,84.680000,85.800003,84.309998,85.750000,84.348015,6348900
2020-05-05,86.540001,88.529999,86.029999,87.199997,85.774307,6321500
2020-05-06,88.050003,88.690002,87.430000,88.440002,86.994041,7342300
2020-05-07,89.400002,90.239998,88.379997,88.559998,87.112083,4565900
2020-05-08,90.110001,90.639999,89.589996,90.459999,88.981026,5488000
2020-05-11,89.449997,91.419998,89.139999,90.930000,89.443329,4937600
2020-05-12,91.529999,91.669998,88.150002,88.260002,86.816986,5622600
2020-05-13,87.379997,87.739998,85.199997,86.019997,84.613602,6739800
