Date,Open,High,Low,Close,Adj Close,Volume
2019-10-14,94.199997,95.250000,94.050003,94.879997,91.789383,4636000
2019-10-15,95.000000,95.180000,94.120003,94.790001,91.702324,4292500
2019-10-16,94.089996,95.139999,94.070000,94.879997,91.789383,4883300
2019-10-17,95.570000,95.889999,94.970001,95.559998,92.447243,3427400
2019-10-18,94.809998,96.459999,94.800003,96.099998,92.969666,6209200
2019-10-21,96.610001,96.870003,95.419998,96.220001,93.085754,5185800
2019-10-22,96.059998,96.830002,95.519997,95.599998,92.485939,5470100
2019-10-23,95.029999,95.540001,92.120003,92.320000,89.312798,11933600
2019-10-24,92.680000,92.870003,90.989998,91.500000,88.519516,12085800
2019-10-25,91.440002,91.830002,90.750000,90.919998,87.958389,8147200
2019-10-28,91.059998,91.300003,90.169998,90.849998,87.890678,10304700
2019-10-29,90.849998,90.919998,89.129997,89.279999,86.371811,9044700
2019-10-30,89.449997,90.269997,89.349998,90.190002,87.252167,8127500
2019-10-31,90.000000,90.410004,88.940002,89.550003,86.633034,6752000
2019-11-01,90.180000,90.529999,89.000000,89.180000,86.275070,5263600
2019-11-04,90.129997,90.559998,89.320000,89.860001,86.932930,8161200
2019-11-05,90.150002,90.339996,89.540001,89.879997,86.952278,5589700
2019-11-06,90.639999,90.720001,88.739998,89.480003,86.565315,7033800
2019-11-07,90.470001,90.599998,89.769997,90.400002,87.455322,7110000
2019-11-08,90.279999,90.349998,89.290001,89.809998,86.884560,4555400
2019-11-11,89.370003,90.099998,89.370003,90.050003,87.116753,3247300
2019-11-12,90.309998,92.029999,89.489998,89.500000,86.584656,3979600
2019-11-13,89.730003,91.550003,89.570000,91.290001,88.316360,5923600
2019-11-14,91.489998,91.959999,90.720001,91.269997,88.296982,6035300
2019-11-15,92.139999,93.559998,91.959999,93.040001,90.009338,6785500
2019-11-18,93.500000,94.260002,92.910004,94.180000,91.112213,6165600
2019-11-19,94.610001,95.120003,93.059998,93.610001,90.560776,5368400
2019-11-20,94.110001,94.400002,92.769997,93.050003,90.019012,6235400
2019-11-21,92.620003,93.300003,92.070000,92.160004,89.158005,5493100
2019-11-22,92.209999,93.349998,91.930000,93.339996,90.299583,4264400
2019-11-25,93.779999,93.970001,92.739998,92.900002,89.873901,5419700
2019-11-26,93.379997,93.629997,93.019997,93.330002,90.289894,5907400
2019-11-27,93.500000,94.379997,93.500000,94.139999,91.073517,4017400
2019-11-29,94.370003,94.610001,93.389999,93.489998,90.680687,2541800
2019-12-02,94.089996,94.279999,92.980003,93.559998,90.748581,3892000
2019-12-03,92.480003,92.550003,91.309998,92.459999,89.681641,5570700
2019-12-04,92.809998,93.790001,92.730003,93.720001,90.903763,4456400
2019-12-05,95.879997,95.949997,94.680000,95.790001,92.911560,6946000
2019-12-06,96.559998,97.309998,96.379997,97.000000,94.085190,6368500
2019-12-09,97.019997,97.629997,96.160004,96.629997,93.726318,6517800
2019-12-10,96.760002,97.589996,96.629997,97.010002,94.094925,4234300
2019-12-11,96.900002,97.320000,96.650002,97.180000,94.259811,4319700
2019-12-12,97.320000,98.180000,96.900002,97.720001,94.783577,4762800
2019-12-13,97.430000,98.290001,96.910004,97.769997,94.832069,5247600
2019-12-16,98.139999,99.339996,98.059998,98.809998,95.840813,8211300
2019-12-17,99.379997,100.169998,99.050003,99.650002,96.655571,7050700
2019-12-18,100.199997,100.790001,99.580002,100.570000,97.547920,7332000
2019-12-19,100.500000,101.269997,99.629997,101.150002,98.110489,12214500
2019-12-20,101.000000,101.400002,98.849998,99.959999,96.956268,17641600
2019-12-23,100.230003,100.690002,99.550003,100.040001,97.033859,6350500
2019-12-24,99.830002,100.660004,99.760002,100.139999,97.130852,3328100
2019-12-26,100.339996,100.750000,100.110001,100.709999,97.683723,3709900
2019-12-27,101.000000,101.790001,100.989998,101.570000,98.517891,5307500
2019-12-30,101.540001,101.610001,100.459999,100.800003,97.771019,3495200
2019-12-31,100.580002,101.389999,100.510002,101.309998,98.265701,3213600
2020-01-02,101.360001,102.209999,101.019997,102.199997,99.128952,5644100
2020-01-03,100.589996,102.000000,100.309998,101.919998,98.857361,4541800
2020-01-06,100.949997,101.839996,100.870003,101.830002,98.770073,4612400
2020-01-07,101.809998,102.739998,100.809998,101.779999,98.721581,6719900
2020-01-08,101.309998,102.139999,100.849998,101.550003,98.498474,4942200
2020-01-09,101.940002,102.410004,101.389999,101.480003,98.430595,5007500
2020-01-10,101.889999,101.930000,100.760002,100.900002,97.868027,5135300
2020-01-13,101.000000,102.339996,100.820000,102.160004,99.090157,6722400
2020-01-14,102.449997,103.889999,102.349998,102.919998,99.827316,5088500
2020-01-15,103.250000,103.699997,102.480003,102.790001,99.701218,4209200
2020-01-16,102.879997,103.570000,102.849998,103.370003,100.263786,6571700
2020-01-17,103.430000,104.550003,103.339996,104.529999,101.388924,6271200
2020-01-21,104.250000,104.690002,103.809998,104.580002,101.437431,4854700
2020-01-22,105.000000,105.620003,104.419998,104.489998,101.350143,5031400
2020-01-23,104.029999,104.370003,102.620003,103.019997,99.924301,7102900
2020-01-24,103.589996,103.889999,101.660004,102.029999,98.964043,3839300
2020-01-27,98.209999,100.709999,98.010002,100.239998,97.227844,9841400
2020-01-28,100.339996,101.050003,99.519997,100.410004,97.392754,5673200
2020-01-29,101.070000,101.300003,99.169998,99.839996,96.839867,4503700
2020-01-30,99.019997,99.750000,97.370003,98.190002,95.239456,7065100
2020-01-31,98.110001,98.449997,95.919998,96.300003,93.406235,8780300
2020-02-03,99.000000,100.919998,98.570000,99.269997,96.286995,9727000
2020-02-04,101.910004,102.779999,101.260002,101.379997,98.333588,6559600
2020-02-05,101.760002,101.970001,99.529999,100.540001,97.518845,6108300
2020-02-06,100.900002,101.529999,100.160004,100.269997,97.256950,5641800
2020-02-07,99.809998,100.400002,98.970001,99.440002,96.451897,4121800
2020-02-10,99.220001,100.510002,99.000000,100.019997,97.014442,4213900
2020-02-11,100.070000,100.349998,99.440002,100.019997,97.014442,4871800
2020-02-12,100.739998,103.080002,100.440002,103.000000,99.904892,8075600
2020-02-13,102.510002,103.739998,101.680000,103.370003,100.263786,5386800
2020-02-14,103.529999,103.889999,102.449997,103.540001,100.428696,4305300
2020-02-18,103.000000,103.379997,101.610001,102.000000,98.934967,4916200
2020-02-19,102.660004,103.389999,102.430000,102.459999,99.381142,6200500
2020-02-20,102.459999,102.629997,100.550003,102.529999,99.449036,6427600
2020-02-21,102.000000,102.080002,99.629997,100.250000,97.237549,5750900
2020-02-24,95.540001,97.070000,95.250000,95.910004,93.027977,8364200
2020-02-25,96.349998,96.760002,92.620003,92.900002,90.108406,9602100
2020-02-26,93.080002,94.650002,91.989998,92.000000,89.235451,9308400
2020-02-27,90.000000,93.059998,88.500000,88.550003,85.889130,12825700
2020-02-28,86.029999,89.470001,85.150002,89.379997,86.934723,16552400
2020-03-02,89.599998,93.139999,87.910004,92.680000,90.144424,14102000
2020-03-03,92.739998,94.980003,90.570000,90.930000,88.442299,14767600
2020-03-04,92.080002,93.820000,90.839996,93.790001,91.224068,6904400
2020-03-05,91.260002,91.680000,89.940002,90.580002,88.101883,8851100
2020-03-06,88.360001,89.389999,85.879997,88.360001,85.942619,12336400
2020-03-09,81.889999,86.739998,80.919998,84.110001,81.808891,13272700
2020-03-10,86.690002,88.400002,82.879997,88.300003,85.884262,12755900
2020-03-11,84.000000,84.629997,82.070000,84.000000,81.701897,16172000
2020-03-12,78.230003,78.489998,73.000000,74.199997,72.169998,21534800
2020-03-13,78.199997,78.199997,71.760002,75.580002,73.512268,21859600
2020-03-16,65.279999,72.970001,63.369999,66.790001,64.962738,17976700
2020-03-17,67.510002,73.330002,62.400002,69.839996,67.929283,17122100
2020-03-18,64.790001,68.330002,60.000000,68.040001,66.178543,19498800
2020-03-19,67.040001,72.709999,64.150002,70.339996,68.415619,16177200
2020-03-20,71.510002,74.059998,67.199997,67.449997,65.604691,15761900
2020-03-23,65.000000,66.879997,60.580002,62.799999,61.081898,17690000
2020-03-24,65.699997,72.660004,64.000000,72.330002,70.351166,18849500
2020-03-25,80.110001,83.489998,76.199997,79.010002,76.848412,27053200
2020-03-26,80.169998,86.860001,80.010002,84.300003,81.993683,17200800
2020-03-27,81.699997,85.739998,79.510002,83.230003,80.952972,14183400
2020-03-30,84.000000,85.959999,81.500000,85.379997,83.044136,10960100
2020-03-31,85.129997,85.730003,82.400002,82.739998,80.476372,9610100
2020-04-01,79.489998,81.180000,78.529999,79.230003,77.062408,9771300
2020-04-02,79.000000,81.599998,77.160004,80.139999,77.947517,12731300
2020-04-03,79.360001,79.790001,77.910004,78.860001,76.702530,8476900
2020-04-06,81.910004,85.040001,81.209999,84.629997,82.314667,11266500
2020-04-07,88.699997,88.870003,84.029999,84.160004,81.857536,10468100
2020-04-08,84.699997,85.769997,83.610001,85.300003,82.966331,6642700
2020-04-09,86.690002,87.389999,85.160004,86.790001,84.415581,7773600
2020-04-13,85.800003,85.989998,84.139999,84.459999,82.149323,5077600
2020-04-14,85.949997,87.769997,85.480003,87.470001,85.076950,6397200
2020-04-15,84.870003,85.879997,83.709999,85.040001,82.713455,8053900
2020-04-16,85.430000,86.529999,84.550003,86.300003,83.938980,9373800
2020-04-17,89.000000,90.250000,88.360001,89.910004,87.450226,8111400
2020-04-20,88.430000,89.440002,87.519997,87.900002,85.495209,7244400
2020-04-21,85.989998,86.900002,85.089996,85.199997,82.869064,6597000
2020-04-22,86.980003,89.440002,86.419998,88.769997,86.341393,6463000
2020-04-23,88.940002,89.529999,87.260002,87.349998,84.960251,5343500
2020-04-24,88.889999,89.120003,87.650002,88.370003,85.952362,4450100
2020-04-27,88.379997,89.870003,87.309998,89.370003,86.924995,6875100
2020-04-28,90.550003,90.709999,88.629997,88.800003,86.370583,5145400
2020-04-29,90.000000,91.389999,87.830002,88.070000,85.660545,9461400
2020-04-30,87.000000,88.000000,86.510002,87.180000,84.794899,9371400
2020-05-01,85.669998,86.110001,84.809998,85.540001,83.199760,6151200
2020-05-04,84.680000,85.800003,84.309998,85.750000,83.404030,6348900
2020-05-05,86.540001,88.529999,86.029999,87.199997,84.814354,6321500
2020-05-06,88.050003,88.690002,87.430000,88.440002,86.020432,7342300
2020-05-07,89.400002,90.239998,88.379997,88.559998,86.137138,4565900
2020-05-08,90.110001,90.639999,89.589996,90.459999,87.985153,5488000
2020-05-11,89.449997,91.419998,89.139999,90.930000,88.442299,4937600
2020-05-12,91.529999,91.669998,88.150002,88.260002,85.845352,5622600
2020-05-13,87.379997,87.739998,85.199997,86.019997,83.666634,6739800
2020-05-14,85.000000,86.580002,84.110001,86.550003,84.182144,7431800
2020-05-15,85.250000,87.230003,84.879997,86.989998,84.610085,9165000
2020-05-18,90.489998,91.599998,89.879997,91.040001,88.549294,8517200
2020-05-19,90.849998,93.820000,90.820000,91.510002,89.006432,6514100
2020-05-20,93.199997,93.860001,92.699997,92.949997,90.407051,6347000
2020-05-21,92.879997,94.379997,92.370003,94.260002,91.681198,7504300
2020-05-22,94.419998,94.650002,93.349998,93.750000,91.185158,4049500
2020-05-26,95.980003,97.430000,95.279999,96.620003,93.976631,7185200
2020-05-27,98.120003,99.989998,97.620003,99.870003,97.137726,7915900
2020-05-28,100.089996,100.690002,98.250000,98.459999,95.766289,7260700
2020-05-29,98.190002,99.250000,96.930000,98.580002,96.122192,10332500
2020-06-01,98.400002,99.779999,97.889999,99.540001,97.058281,4295400
2020-06-02,99.419998,100.879997,98.820000,100.739998,98.228340,10798700
2020-06-03,101.260002,104.550003,101.120003,104.110001,101.514328,5867700
2020-06-04,103.660004,103.900002,100.470001,101.279999,98.754868,8775000
2020-06-05,104.000000,104.690002,102.129997,102.709999,100.149239,8363600
2020-06-08,103.050003,104.300003,102.709999,104.290001,101.689842,6165400
2020-06-09,102.820000,103.769997,102.430000,102.629997,100.071220,5385900
2020-06-10,103.000000,103.150002,101.709999,102.120003,99.573944,5194200
2020-06-11,98.379997,98.989998,94.879997,95.169998,92.797226,10976900
2020-06-12,97.800003,97.800003,94.739998,96.430000,94.025810,7416400
2020-06-15,93.900002,98.080002,93.440002,97.839996,95.400650,8645300
2020-06-16,101.250000,101.339996,97.720001,99.040001,96.570732,6054400
2020-06-17,99.000000,100.239998,98.889999,99.209999,96.736496,3405500
2020-06-18,98.690002,99.419998,97.849998,98.449997,95.995438,4392400
2020-06-19,99.970001,99.980003,95.779999,95.779999,93.392021,10304000
2020-06-22,96.849998,99.540001,96.019997,99.510002,97.029015,6918200
2020-06-23,101.150002,102.220001,100.709999,101.919998,99.378929,6499000
2020-06-24,100.940002,101.849998,98.089996,100.080002,97.584793,8611600
2020-06-25,99.230003,101.680000,98.800003,101.400002,98.871902,11531400
2020-06-26,98.500000,98.779999,93.570000,93.669998,91.334618,24918500
2020-06-29,93.699997,96.000000,93.699997,95.870003,93.479767,9624200
2020-06-30,96.000000,98.300003,95.639999,98.050003,95.605415,9065500
2020-07-01,98.500000,98.720001,97.110001,97.400002,94.971619,5733800
2020-07-02,98.779999,99.660004,98.019997,98.430000,95.975945,5354900
2020-07-06,99.620003,100.029999,99.040001,99.949997,97.458031,4995000
2020-07-07,99.220001,99.550003,96.919998,97.070000,94.649849,6352900
2020-07-08,97.500000,98.980003,96.959999,98.839996,96.375717,5634600
2020-07-09,98.550003,98.910004,96.370003,96.989998,94.571854,6282300
2020-07-10,97.000000,98.050003,95.720001,97.989998,95.546906,3967000
2020-07-13,98.250000,98.940002,96.260002,96.459999,94.055054,4845600
2020-07-14,96.330002,97.250000,95.510002,96.760002,94.347580,4850600
2020-07-15,98.410004,99.040001,97.309998,98.540001,96.083199,5343700
2020-07-16,97.500000,98.230003,97.040001,97.260002,94.835121,3594700
2020-07-17,96.949997,97.230003,96.040001,96.279999,93.879532,7405700
2020-07-20,95.500000,96.349998,95.110001,95.650002,93.265259,5822300
2020-07-21,96.919998,99.000000,96.099998,98.360001,95.907684,5855600
2020-07-22,98.160004,98.989998,97.910004,98.910004,96.443985,4097000
2020-07-23,98.349998,100.180000,97.720001,98.300003,95.849174,4530500
2020-07-24,98.139999,99.360001,97.699997,98.430000,95.975945,5638400
2020-07-27,96.959999,98.400002,96.889999,97.209999,94.786346,4273400
2020-07-28,96.949997,97.470001,96.160004,96.269997,93.869797,3822600
2020-07-29,96.430000,97.550003,96.300003,96.970001,94.552338,6872400
2020-07-30,96.470001,97.230003,95.800003,96.820000,94.406082,4018400
2020-07-31,96.889999,97.650002,96.300003,97.610001,95.176384,5509900
2020-08-03,98.029999,99.290001,97.820000,98.330002,95.878426,5472700
2020-08-04,97.790001,97.949997,96.550003,97.330002,94.903374,7539300
2020-08-05,97.120003,101.250000,97.080002,100.940002,98.423378,7217500
2020-08-06,100.639999,101.180000,100.029999,100.449997,97.945580,4060900
2020-08-07,101.000000,101.910004,99.889999,101.860001,99.320435,5545600
2020-08-10,102.470001,106.830002,102.400002,105.410004,102.781929,12678000
2020-08-11,106.849998,107.330002,104.860001,105.120003,102.499153,5400700
2020-08-12,105.720001,105.889999,103.379997,105.220001,102.596657,4714800
2020-08-13,105.300003,106.989998,105.199997,106.519997,103.864235,4281700
2020-08-14,106.120003,106.779999,105.459999,106.430000,103.776489,2985700
2020-08-17,106.500000,106.500000,105.120003,105.660004,103.025681,3017000
2020-08-18,106.459999,107.000000,105.470001,106.970001,104.303032,5023000
2020-08-19,107.690002,109.690002,107.349998,108.389999,105.687614,9508100
2020-08-20,107.559998,108.739998,107.349998,108.010002,105.317101,4304000
2020-08-21,108.000000,109.769997,107.750000,109.750000,107.013710,5564000
2020-08-24,110.000000,112.000000,109.900002,111.830002,109.041847,8173100
2020-08-25,112.000000,112.279999,111.089996,111.510002,108.729813,4380900
2020-08-26,111.919998,112.089996,111.290001,111.529999,108.749321,4477900
2020-08-27,111.989998,112.790001,110.500000,110.839996,108.076530,4390800
2020-08-28,111.010002,112.669998,110.570000,112.290001,109.732941,3731100
2020-08-31,112.139999,112.519997,111.139999,111.889999,109.342041,3519800
2020-09-01,112.000000,114.900002,111.830002,114.839996,112.224869,4912400
2020-09-02,115.059998,117.410004,114.500000,116.800003,114.140236,6775400
2020-09-03,116.800003,116.900002,112.000000,112.849998,110.280174,7264400
2020-09-04,112.959999,113.750000,110.209999,112.400002,109.840431,5157600
2020-09-08,111.290001,113.839996,110.540001,112.720001,110.153152,5300100
2020-09-09,113.019997,116.209999,112.830002,114.900002,112.283501,5997900
2020-09-10,115.900002,118.230003,114.000000,114.790001,112.176010,5032800
2020-09-11,116.760002,119.250000,116.419998,118.000000,115.312904,8565200
2020-09-14,118.500000,119.930000,118.169998,119.279999,116.563759,4990300
2020-09-15,119.699997,120.480003,119.180000,119.269997,116.553986,5934200
2020-09-16,118.309998,119.690002,118.160004,118.589996,115.889473,7023700
2020-09-17,117.339996,118.550003,115.800003,116.360001,113.710258,7376400
2020-09-18,115.430000,117.910004,114.489998,114.660004,112.048965,12876600
2020-09-21,112.949997,114.059998,111.739998,113.370003,110.788353,8486400
2020-09-22,113.099998,117.199997,112.849998,116.870003,114.208641,13007200
2020-09-23,130.220001,130.380005,125.260002,127.110001,124.215446,37822700
2020-09-24,126.440002,127.540001,123.300003,124.750000,121.909172,13485800
2020-09-25,123.650002,124.750000,122.269997,124.230003,121.401031,9182800
2020-09-28,125.160004,126.190002,123.889999,124.320000,121.488998,7525000
2020-09-29,124.339996,127.099998,123.959999,126.349998,123.472763,7796400
2020-09-30,126.099998,127.279999,125.160004,125.540001,122.681198,8699700
2020-10-01,127.730003,127.730003,125.309998,126.639999,123.756157,5637200
2020-10-02,124.349998,126.800003,123.589996,126.639999,123.756157,7491100
2020-10-05,127.070000,128.500000,126.449997,127.910004,124.997246,8270300
2020-10-06,128.839996,130.440002,127.269997,127.650002,124.743156,5978000
2020-10-07,128.399994,130.410004,128.250000,130.059998,127.098274,4390500
2020-10-08,130.399994,130.929993,129.509995,129.710007,126.756248,3595600
2020-10-09,129.990005,131.190002,129.330002,130.979996,127.997322,4293400
2020-10-12,131.190002,131.339996,129.259995,129.460007,126.511948,5136500
2020-10-13,128.050003,129.869995,127.959999,129.199997,126.257843,4245000
2020-10-14,129.529999,129.600006,127.010002,127.660004,124.752930,3586600
2020-10-15,126.480003,129.100006,126.110001,129.000000,126.062386,4235800
2020-10-16,129.509995,130.190002,127.550003,128.000000,125.085182,6010900
2020-10-19,129.100006,129.779999,127.050003,127.430000,124.528160,5160800
2020-10-20,128.000000,129.899994,127.720001,128.490005,125.564034,3799200
2020-10-21,128.500000,131.380005,128.449997,129.429993,126.482613,4916300
2020-10-22,129.600006,130.259995,128.860001,130.020004,127.059196,2869900
2020-10-23,130.000000,130.600006,128.649994,129.990005,127.029846,4046300
2020-10-26,129.059998,129.619995,126.680000,128.369995,125.446762,5422500
2020-10-27,128.779999,129.490005,127.900002,127.989998,125.075409,2985700
2020-10-28,125.279999,126.400002,121.040001,122.080002,119.299995,8618300
2020-10-29,122.279999,124.190002,121.150002,122.860001,120.062225,4947000
2020-10-30,123.660004,123.660004,118.800003,120.080002,117.345551,7791600
2020-11-02,122.370003,124.099998,121.099998,122.389999,119.602951,4740400
2020-11-03,124.010002,125.500000,123.190002,124.589996,121.752838,3490900
2020-11-04,125.330002,128.929993,125.260002,127.339996,124.440216,5061800
2020-11-05,129.190002,130.410004,128.460007,129.699997,126.746460,3940000
2020-11-06,129.910004,129.910004,128.350006,128.899994,125.964668,2954000
2020-11-09,135.059998,136.350006,128.770004,128.949997,126.013550,7491700
2020-11-10,130.050003,130.119995,126.250000,127.709999,124.801796,8014700
2020-11-11,128.690002,129.800003,127.180000,127.660004,124.752930,6058700
2020-11-12,126.620003,127.839996,125.629997,126.639999,123.756157,4780400
2020-11-13,127.910004,128.600006,126.830002,128.279999,125.358803,3986100
2020-11-16,129.460007,130.320007,127.370003,130.110001,127.147141,6116200
2020-11-17,130.479996,132.600006,129.110001,132.210007,129.199326,7002900
2020-11-18,133.070007,133.979996,131.529999,131.630005,128.632523,5572800
2020-11-19,131.919998,132.110001,129.929993,131.910004,128.906143,4642800
2020-11-20,133.300003,133.529999,131.910004,132.979996,129.951782,4318100
2020-11-23,134.380005,134.889999,133.089996,134.130005,131.075607,6118400
2020-11-24,135.000000,135.990005,134.210007,134.699997,131.632614,7204700
2020-11-25,134.250000,135.800003,133.619995,135.539993,132.453491,4484500
2020-11-27,136.000000,136.130005,133.339996,134.250000,131.192856,3506800
2020-11-30,133.910004,135.289993,132.690002,134.699997,131.632614,9652500
2020-12-01,136.440002,136.500000,134.750000,135.440002,132.355774,3833100
2020-12-02,135.160004,136.320007,134.669998,135.580002,132.492569,4132700
2020-12-03,135.100006,137.949997,135.000000,136.960007,133.841156,4930900
2020-12-04,137.080002,137.399994,135.639999,137.190002,134.335632,4344000
2020-12-07,137.000000,138.860001,136.800003,138.750000,135.863190,4590800
2020-12-08,138.240005,140.440002,137.649994,139.119995,136.225479,6953600
2020-12-09,140.570007,140.570007,138.270004,138.789993,135.902344,4341300
2020-12-10,138.279999,139.139999,137.240005,137.580002,134.717529,4511000
2020-12-11,137.389999,138.139999,136.229996,137.410004,134.551071,4172400
2020-12-14,138.919998,139.000000,136.199997,136.279999,133.444580,7599000
2020-12-15,137.429993,139.440002,137.250000,139.389999,136.489838,7637000
2020-12-16,139.070007,140.490005,137.460007,138.339996,135.461716,6573400
2020-12-17,139.919998,140.740005,138.750000,140.500000,137.576767,8727000
2020-12-18,141.089996,141.139999,137.169998,137.279999,134.423767,17970800
2020-12-21,144.820007,147.949997,142.509995,144.020004,141.023560,16111300
2020-12-22,143.050003,143.470001,141.089996,142.449997,139.486221,6339400
2020-12-23,142.559998,143.600006,141.699997,141.759995,138.810562,3388300
2020-12-24,141.100006,142.190002,141.100006,141.600006,138.653900,1821900
2020-12-28,142.539993,142.919998,141.039993,142.429993,139.466599,4081500
2020-12-29,142.830002,143.059998,140.429993,141.570007,138.624527,3232400
2020-12-30,142.160004,142.610001,140.660004,141.580002,138.634293,3052100
2020-12-31,141.699997,141.789993,140.369995,141.470001,138.526611,2949900
2021-01-04,142.850006,142.970001,138.320007,140.100006,137.185089,6178500
2021-01-05,138.600006,141.660004,138.600006,141.229996,138.291580,4163100
2021-01-06,141.250000,143.570007,139.529999,142.350006,139.388306,6072900
2021-01-07,143.199997,145.639999,143.000000,144.949997,141.934174,5256900
2021-01-08,145.550003,146.820007,144.899994,146.350006,143.305054,3950500
2021-01-11,146.000000,147.100006,144.800003,147.050003,143.990494,4252000
2021-01-12,146.500000,146.850006,144.380005,145.050003,142.032135,3678800
2021-01-13,144.830002,145.130005,142.429993,143.039993,140.063919,3330100
2021-01-14,143.660004,144.899994,140.929993,141.300003,138.360138,4104000
2021-01-15,140.559998,142.380005,139.880005,140.720001,137.792206,6412400
2021-01-19,140.990005,141.220001,138.410004,139.270004,136.372360,6537800
2021-01-20,140.380005,143.210007,140.009995,142.800003,139.828934,4654400
2021-01-21,142.410004,143.809998,141.130005,141.610001,138.663696,4011200
2021-01-22,141.089996,141.880005,139.309998,139.350006,136.450714,4150500
2021-01-25,138.990005,139.179993,134.740005,137.550003,134.688156,5998700
2021-01-26,137.759995,137.850006,134.710007,135.100006,132.289139,5312300
2021-01-27,132.220001,132.860001,130.270004,131.020004,128.294006,7815900
2021-01-28,132.360001,136.369995,131.500000,134.720001,131.917038,6244600
2021-01-29,133.949997,135.029999,132.149994,133.589996,130.810532,7166100
2021-02-01,135.369995,136.050003,133.300003,135.710007,132.886475,4366800
2021-02-02,137.059998,139.860001,136.750000,139.589996,136.685699,7132800
2021-02-03,139.699997,140.059998,138.009995,138.630005,135.745682,4678600
2021-02-04,139.550003,141.050003,138.919998,140.630005,137.704086,4533700
2021-02-05,141.339996,145.570007,141.289993,145.110001,142.090836,6151500
2021-02-08,145.149994,145.880005,142.800003,143.410004,140.426224,6304300
2021-02-09,143.600006,144.220001,141.699997,141.789993,138.839935,3436300
2021-02-10,142.449997,142.600006,140.899994,142.460007,139.496033,4125700
2021-02-11,143.000000,144.350006,142.410004,143.539993,140.553513,3828700
2021-02-12,143.110001,143.449997,141.399994,142.119995,139.163071,3637000
2021-02-16,143.369995,143.369995,141.029999,141.710007,138.761597,4873400
2021-02-17,141.300003,144.559998,140.210007,143.990005,140.994171,6437100
2021-02-18,142.979996,145.389999,141.210007,145.089996,142.071274,4486800
2021-02-19,145.429993,145.500000,141.500000,142.020004,139.065186,7486000
2021-02-22,141.539993,142.460007,136.259995,136.669998,133.826477,8985900
2021-02-23,136.029999,136.830002,131.580002,136.130005,133.297684,10364100
2021-02-24,135.059998,135.960007,133.949997,135.649994,132.827667,6360900
2021-02-25,137.600006,139.179993,134.529999,135.539993,132.719971,5674300
2021-02-26,135.899994,136.850006,133.360001,134.779999,132.244095,6650200
2021-03-01,135.639999,139.149994,135.500000,137.649994,135.060089,5717800
2021-03-02,137.559998,138.259995,135.610001,137.020004,134.441971,5292700
2021-03-03,137.089996,137.410004,134.149994,134.259995,131.733887,4888400
2021-03-04,134.000000,135.130005,130.179993,132.039993,129.555664,7181500
2021-03-05,133.539993,133.679993,129.190002,133.350006,130.841034,5957100
2021-03-08,133.639999,135.630005,132.369995,134.559998,132.028244,4983000
2021-03-09,135.509995,138.000000,135.449997,135.949997,133.392105,5977800
2021-03-10,136.500000,138.199997,136.100006,137.589996,135.001236,4519600
2021-03-11,139.179993,142.199997,138.559998,141.190002,138.533463,5696500
2021-03-12,140.000000,140.910004,138.600006,140.449997,137.807449,4143200
2021-03-15,140.699997,145.000000,140.669998,144.940002,142.212921,5413900
2021-03-16,145.880005,146.149994,143.839996,144.649994,141.928391,5623000
2021-03-17,143.199997,146.149994,143.199997,144.820007,142.095230,5134400
2021-03-18,144.369995,146.660004,142.550003,143.169998,140.476227,10188400
2021-03-19,140.000000,142.860001,135.509995,137.490005,134.903122,24980400
2021-03-22,137.630005,138.809998,136.029999,138.270004,135.668442,7537300
2021-03-23,138.490005,140.639999,136.550003,137.119995,134.540070,5582600
2021-03-24,136.449997,137.919998,132.880005,133.160004,130.654587,8157600
2021-03-25,127.050003,129.389999,125.440002,128.639999,126.219620,18475800
2021-03-26,131.600006,133.190002,129.770004,132.990005,130.487793,10010500
2021-03-29,132.940002,133.910004,130.660004,133.490005,130.978409,7153900
2021-03-30,132.350006,133.350006,131.220001,132.949997,130.448517,6026600
2021-03-31,133.089996,134.179993,131.919998,132.889999,130.389679,6878900
2021-04-01,134.690002,134.690002,132.210007,132.529999,130.036453,5720600
2021-04-05,133.100006,135.679993,133.100006,135.119995,132.577682,5508900
2021-04-06,135.440002,137.710007,134.929993,137.160004,134.579346,4670100
2021-04-07,136.990005,138.240005,136.360001,136.539993,133.970978,6646000
2021-04-08,137.279999,137.309998,133.410004,133.679993,131.164795,8748400
2021-04-09,133.940002,135.500000,133.500000,135.449997,132.901489,6056800
2021-04-12,134.750000,136.899994,134.220001,136.639999,134.069107,5638200
2021-04-13,135.600006,135.990005,133.399994,133.539993,131.027420,8778200
2021-04-14,133.539993,134.179993,131.820007,132.259995,129.771530,7354100
2021-04-15,133.000000,134.070007,132.679993,133.669998,131.154968,6284800
2021-04-16,134.710007,134.770004,133.729996,134.309998,131.782944,6852500
2021-04-19,134.300003,134.380005,132.149994,132.570007,130.075699,5613600
2021-04-20,129.169998,129.899994,125.699997,127.110001,124.718407,13268700
2021-04-21,127.589996,130.330002,127.370003,129.899994,127.455910,7110900
2021-04-22,129.889999,130.369995,127.980003,129.179993,126.749458,6442900
2021-04-23,128.929993,130.649994,128.460007,130.190002,127.740448,7489000
2021-04-26,130.490005,131.699997,129.320007,131.600006,129.123947,8217800
2021-04-27,132.000000,132.789993,131.410004,132.110001,129.624329,5833100
2021-04-28,132.259995,132.330002,130.350006,130.710007,128.250671,8195400
