Date,Open,High,Low,Close,Adj Close,Volume
2019-04-09,156.559998,157.990005,156.470001,157.490005,154.029739,6364100
2019-04-10,157.990005,158.779999,157.520004,158.559998,155.076233,3918600
2019-04-11,159.110001,159.300003,157.440002,157.860001,154.391647,5771400
2019-04-12,158.710007,159.639999,157.860001,159.639999,156.132538,6745100
2019-04-15,159.830002,160.479996,159.190002,160.440002,156.914963,8142800
2019-04-16,161.039993,161.100006,159.550003,160.229996,156.709564,6021400
2019-04-17,160.869995,161.070007,160.309998,160.440002,156.914963,4609100
2019-04-18,160.929993,161.100006,159.000000,160.160004,156.641129,7859400
2019-04-22,159.199997,160.479996,159.070007,160.399994,156.875809,4602600
2019-04-23,161.000000,161.880005,159.869995,161.660004,158.108154,6522900
2019-04-24,161.750000,162.029999,160.649994,161.490005,157.941925,7376500
2019-04-25,160.520004,161.600006,158.550003,161.020004,157.482208,8862500
2019-04-26,161.259995,163.029999,160.399994,162.929993,159.350266,7525400
2019-04-29,163.210007,164.500000,163.100006,164.149994,160.543442,10003600
2019-04-30,164.979996,165.699997,163.919998,164.429993,160.817276,6432700
2019-05-01,165.539993,165.740005,162.750000,162.789993,159.213318,5248100
2019-05-02,162.100006,163.080002,160.429993,161.119995,157.580032,6054900
2019-05-03,162.300003,162.740005,161.179993,162.039993,158.479782,4317500
2019-05-06,158.210007,162.649994,158.199997,162.279999,158.714539,10442400
2019-05-07,160.949997,161.779999,158.679993,160.210007,156.690033,6413600
2019-05-08,159.770004,161.699997,159.520004,160.759995,157.227890,5445900
2019-05-09,158.860001,159.850006,157.169998,159.809998,156.298782,6813700
2019-05-10,158.860001,161.399994,157.270004,160.710007,157.179047,5192500
2019-05-13,157.190002,158.720001,156.419998,157.330002,153.873306,9730000
2019-05-14,158.100006,161.520004,157.940002,160.210007,156.690033,9756700
2019-05-15,159.320007,163.160004,159.100006,162.789993,159.213318,7547000
2019-05-16,163.449997,165.600006,162.860001,164.869995,161.495636,9745500
2019-05-17,163.289993,165.199997,163.199997,164.089996,160.731613,4582500
2019-05-20,163.350006,164.740005,162.330002,163.470001,160.124252,4747400
2019-05-21,164.580002,164.860001,163.190002,163.860001,160.506302,9095700
2019-05-22,163.600006,165.630005,163.449997,164.240005,160.878540,5416400
2019-05-23,163.500000,164.250000,160.820007,161.509995,158.204407,6138000
2019-05-24,162.750000,163.410004,161.720001,162.639999,159.311249,4105600
2019-05-28,163.399994,165.770004,163.330002,163.710007,160.359390,10202300
2019-05-29,163.300003,163.500000,161.479996,162.729996,159.399429,6456000
2019-05-30,162.800003,163.500000,161.940002,162.759995,159.428864,4750600
2019-05-31,160.910004,162.130005,160.559998,161.330002,158.028107,5079000
2019-06-03,161.539993,162.830002,156.750000,158.600006,155.353943,8034600
2019-06-04,160.289993,162.369995,158.649994,162.330002,159.007614,6684800
2019-06-05,163.500000,165.399994,162.690002,165.389999,162.005005,7769300
2019-06-06,165.880005,167.399994,164.940002,166.919998,163.503647,13738500
2019-06-07,168.000000,171.610001,167.800003,170.050003,166.569641,10528800
2019-06-10,171.839996,172.020004,170.509995,170.820007,167.323868,7565900
2019-06-11,171.949997,172.179993,168.419998,170.309998,166.824295,6082900
2019-06-12,170.380005,171.619995,169.699997,171.589996,168.078110,6772000
2019-06-13,172.139999,172.199997,168.720001,169.350006,165.883957,6901400
2019-06-14,169.770004,170.639999,168.839996,169.660004,166.187637,4999900
2019-06-17,169.729996,170.419998,169.029999,169.559998,166.089645,6410200
2019-06-18,170.649994,170.669998,167.550003,169.279999,165.815399,6969300
2019-06-19,169.389999,171.199997,169.210007,170.690002,167.196503,6323900
2019-06-20,172.509995,173.940002,171.750000,173.740005,170.184082,11474100
2019-06-21,173.270004,174.809998,173.160004,173.440002,169.890244,11728200
2019-06-24,174.600006,174.729996,172.720001,173.850006,170.291885,5554900
2019-06-25,174.809998,174.940002,170.589996,171.279999,167.774445,9899900
2019-06-26,171.389999,172.389999,170.820007,171.059998,167.558945,7129900
2019-06-27,172.119995,172.399994,170.320007,171.229996,167.725494,5873400
2019-06-28,171.960007,173.550003,170.520004,173.550003,169.997986,8442700
2019-07-01,175.330002,175.539993,172.740005,173.940002,170.379974,6103200
2019-07-02,174.100006,175.320007,173.300003,175.279999,171.692566,5238100
2019-07-03,176.000000,176.990005,175.720001,176.869995,173.250046,4066600
2019-07-05,175.860001,177.029999,174.509995,176.660004,173.044342,5840400
2019-07-08,176.300003,176.610001,175.399994,176.190002,172.583923,6720300
2019-07-09,175.429993,177.889999,175.300003,177.729996,174.092453,4894300
2019-07-10,178.580002,180.259995,178.580002,179.309998,175.640091,5110600
2019-07-11,180.119995,180.940002,179.460007,180.740005,177.040848,6986600
2019-07-12,181.350006,181.350006,178.919998,180.330002,176.639221,7196700
2019-07-15,180.559998,181.070007,179.940002,180.570007,176.874344,4490400
2019-07-16,180.369995,180.880005,178.729996,179.309998,175.640091,6800200
2019-07-17,179.559998,180.210007,179.009995,179.149994,175.483368,3994200
2019-07-18,178.630005,180.619995,178.580002,180.529999,176.835129,4736300
2019-07-19,181.839996,181.839996,179.139999,179.240005,175.571533,5327100
2019-07-22,179.639999,180.979996,179.139999,180.570007,176.874344,4862100
2019-07-23,180.889999,181.270004,179.059998,180.899994,177.197571,7193000
2019-07-24,180.789993,183.429993,179.250000,183.330002,179.577820,8169300
2019-07-25,183.869995,183.990005,181.300003,181.589996,177.873444,6085800
2019-07-26,182.410004,183.820007,182.210007,183.690002,179.930466,5056300
2019-07-29,183.889999,184.070007,182.729996,183.210007,179.460281,4621800
2019-07-30,182.539993,183.380005,181.270004,181.529999,177.814667,5236600
2019-07-31,181.789993,182.050003,176.059998,178.000000,174.356888,7981200
2019-08-01,179.190002,182.399994,178.169998,179.169998,175.502975,8417300
2019-08-02,178.000000,178.270004,174.690002,177.419998,173.788773,8264600
2019-08-05,172.009995,173.500000,166.979996,168.860001,165.403976,16858300
2019-08-06,171.789993,172.949997,170.130005,172.479996,168.949905,10281300
2019-08-07,171.500000,175.729996,170.339996,175.320007,171.731781,8292800
2019-08-08,177.460007,179.949997,176.570007,179.899994,176.218033,7602800
2019-08-09,179.669998,180.100006,177.850006,179.050003,175.385437,5373700
2019-08-12,177.440002,178.649994,175.600006,176.339996,172.730865,7394400
2019-08-13,174.389999,178.919998,174.210007,178.610001,174.954407,6667700
2019-08-14,176.240005,177.250000,173.160004,173.509995,169.958817,7293500
2019-08-15,174.259995,177.020004,173.520004,176.270004,172.911438,6698000
2019-08-16,178.000000,178.750000,177.199997,178.229996,174.834106,8312200
2019-08-19,180.419998,180.419998,178.119995,179.740005,176.315369,5285000
2019-08-20,179.429993,180.630005,178.490005,179.240005,175.824844,3793600
2019-08-21,180.690002,181.690002,180.240005,180.940002,177.492493,3695900
2019-08-22,181.949997,182.330002,178.610001,180.089996,176.658691,6659900
2019-08-23,179.550003,180.500000,174.240005,175.229996,171.891266,7051900
2019-08-26,176.410004,177.669998,175.350006,177.589996,174.206268,7754400
2019-08-27,178.320007,179.190002,176.940002,178.380005,174.981247,4022100
2019-08-28,176.990005,178.990005,176.029999,178.669998,175.265732,4401900
2019-08-29,180.399994,181.389999,179.309998,181.169998,177.718079,4679200
2019-08-30,181.990005,182.179993,179.669998,180.820007,177.374756,4061200
2019-09-03,180.520004,181.250000,179.100006,179.199997,175.785614,4644000
2019-09-04,180.899994,182.199997,180.050003,181.770004,178.306641,4154800
2019-09-05,183.729996,185.679993,183.380005,184.729996,181.210236,6386800
2019-09-06,184.740005,186.710007,184.550003,185.740005,182.201019,7990900
2019-09-09,186.919998,187.050003,179.509995,181.550003,178.090866,7290500
2019-09-10,179.410004,179.699997,173.809998,176.350006,172.989929,15255200
2019-09-11,177.399994,177.929993,174.449997,174.979996,171.646027,9113600
2019-09-12,176.850006,179.410004,176.679993,177.979996,174.588852,7748800
2019-09-13,178.649994,178.770004,176.020004,177.270004,173.892395,6103200
2019-09-16,176.169998,177.199997,175.509995,176.110001,172.754501,4253600
2019-09-17,176.830002,178.259995,175.039993,176.449997,173.088028,5924700
2019-09-18,177.089996,177.179993,172.830002,175.289993,171.950119,9542500
2019-09-19,176.199997,177.410004,175.610001,175.960007,172.607361,6964500
2019-09-20,177.399994,177.630005,173.949997,174.059998,170.743561,12820400
2019-09-23,172.899994,175.250000,172.789993,174.910004,171.577362,8803500
2019-09-24,176.110001,177.199997,173.399994,174.479996,171.155548,10039900
2019-09-25,173.800003,175.669998,172.389999,175.279999,171.940308,7797300
2019-09-26,175.649994,176.449997,174.610001,175.649994,172.303268,10419000
2019-09-27,176.699997,176.830002,172.360001,174.000000,170.684677,9212600
2019-09-30,174.169998,175.449997,172.009995,172.009995,168.732605,16464000
2019-10-01,173.020004,174.820007,172.820007,174.289993,170.969177,8146200
2019-10-02,172.639999,172.940002,168.589996,169.830002,166.594116,10596200
2019-10-03,169.910004,173.139999,168.630005,172.869995,169.576202,7242800
2019-10-04,174.679993,176.520004,174.440002,175.979996,172.626968,6027600
2019-10-07,174.660004,175.690002,173.800003,174.899994,171.567520,5248300
2019-10-08,173.570007,174.639999,171.880005,172.419998,169.134796,5336500
2019-10-09,174.110001,175.990005,173.639999,174.880005,171.547913,6277300
2019-10-10,173.889999,175.899994,173.589996,174.880005,171.547913,4762400
2019-10-11,176.869995,179.199997,176.850006,177.059998,173.686417,8754400
2019-10-14,177.380005,178.410004,177.110001,177.360001,173.980682,7240900
2019-10-15,178.130005,179.429993,177.550003,178.750000,175.344223,4400200
2019-10-16,177.919998,178.259995,176.270004,177.869995,174.480988,6509000
2019-10-17,178.889999,179.190002,177.500000,177.940002,174.549667,4887900
2019-10-18,177.899994,178.199997,174.550003,175.710007,172.362152,6311900
2019-10-21,176.000000,176.729996,174.610001,176.429993,173.068405,4898200
2019-10-22,177.000000,177.789993,170.779999,170.860001,167.604538,10094700
2019-10-23,170.990005,172.169998,170.179993,171.320007,168.055786,7122300
2019-10-24,173.419998,176.869995,173.399994,176.160004,172.803543,7872600
2019-10-25,174.929993,179.149994,173.500000,177.850006,174.461365,10130100
2019-10-28,178.929993,180.179993,178.350006,179.839996,176.413437,10086500
2019-10-29,179.800003,180.000000,177.369995,177.630005,174.245529,7572800
2019-10-30,177.789993,179.419998,176.389999,179.250000,175.834671,5374800
2019-10-31,179.250000,179.699997,178.009995,178.860001,175.452103,6830800
2019-11-01,180.130005,181.320007,179.559998,180.929993,177.482666,7000200
2019-11-04,182.080002,182.399994,178.809998,178.949997,175.540405,7154800
2019-11-05,179.070007,179.559998,175.179993,176.369995,173.009552,7447500
2019-11-06,176.369995,178.190002,176.139999,176.770004,173.401932,6992500
2019-11-07,177.350006,180.649994,176.850006,178.429993,175.030289,7227200
2019-11-08,178.380005,179.449997,177.800003,178.970001,175.560013,3894100
2019-11-11,178.500000,180.360001,178.199997,179.539993,176.119141,3617300
2019-11-12,179.940002,181.059998,178.880005,179.740005,176.315369,6118700
2019-11-13,179.399994,180.880005,177.899994,179.410004,175.991608,6138300
2019-11-14,179.000000,179.770004,178.059998,179.750000,176.620483,9811000
2019-11-15,180.029999,180.679993,179.080002,179.770004,176.640137,7808800
2019-11-18,179.570007,180.320007,178.979996,179.660004,176.532074,7173700
2019-11-19,180.389999,182.979996,180.199997,182.770004,179.587921,8549900
2019-11-20,182.309998,183.220001,180.350006,181.660004,178.497253,6040500
2019-11-21,181.169998,181.809998,179.320007,179.889999,176.758041,5112200
2019-11-22,180.130005,180.470001,178.350006,179.470001,176.345352,6865600
2019-11-25,180.399994,181.350006,180.110001,180.970001,177.819275,5457800
2019-11-26,181.460007,182.919998,181.210007,182.550003,179.371719,7079000
2019-11-27,183.000000,184.539993,182.259995,184.369995,181.160034,11452700
2019-11-29,183.929993,184.850006,183.360001,184.509995,181.297592,3139100
2019-12-02,184.240005,184.369995,179.869995,181.789993,178.624969,6883200
2019-12-03,179.899994,182.139999,179.660004,181.899994,178.733047,4543300
2019-12-04,182.660004,182.660004,180.470001,180.600006,177.455688,10650400
2019-12-05,181.250000,182.029999,180.070007,181.889999,178.723236,4638600
2019-12-06,182.740005,183.279999,181.339996,182.169998,178.998352,14526700
2019-12-09,181.899994,183.259995,181.300003,182.919998,179.735306,10233100
2019-12-10,182.550003,183.149994,181.899994,182.259995,179.086761,8625700
2019-12-11,183.070007,183.080002,181.190002,182.009995,178.841125,7138800
2019-12-12,181.660004,183.330002,180.830002,182.639999,179.460144,11192100
2019-12-13,182.500000,185.520004,182.039993,185.139999,181.916656,8558100
2019-12-16,186.330002,186.820007,185.770004,186.240005,182.997498,8249900
2019-12-17,186.500000,186.779999,184.100006,185.520004,182.290024,10208700
2019-12-18,185.520004,186.440002,184.899994,184.899994,181.680817,8968500
2019-12-19,184.500000,186.580002,184.500000,186.539993,183.292252,5854200
2019-12-20,187.600006,188.169998,186.300003,188.000000,184.726837,11259500
2019-12-23,188.149994,188.410004,187.000000,187.080002,183.822861,5831700
2019-12-24,187.100006,188.020004,186.910004,187.570007,184.304352,2420900
2019-12-26,187.889999,189.179993,187.699997,189.160004,185.866653,5237000
2019-12-27,189.740005,189.889999,188.470001,189.389999,186.092651,5448600
2019-12-30,189.309998,189.479996,187.119995,187.830002,184.559814,4833600
2019-12-31,187.059998,188.000000,186.539993,187.899994,184.628571,5273000
2020-01-02,189.000000,191.139999,188.720001,191.119995,187.792542,8733000
2020-01-03,188.410004,190.960007,187.919998,189.600006,186.298996,4899700
2020-01-06,188.000000,189.210007,187.160004,189.190002,185.896118,10109500
2020-01-07,189.589996,190.100006,188.600006,188.690002,185.404861,4392300
2020-01-08,189.490005,192.500000,188.800003,191.919998,188.578598,5712000
2020-01-09,193.000000,193.919998,192.520004,193.250000,189.885452,6748000
2020-01-10,193.500000,194.570007,193.110001,193.770004,190.396408,6586400
2020-01-13,194.440002,195.600006,194.279999,195.330002,191.929245,11290500
2020-01-14,196.740005,196.949997,195.139999,196.050003,192.636703,6236500
2020-01-15,197.000000,200.149994,196.320007,199.800003,196.321411,10831100
2020-01-16,201.000000,201.500000,199.779999,200.949997,197.451401,9983700
2020-01-17,201.759995,204.750000,199.979996,204.699997,201.136063,12518900
2020-01-21,204.130005,208.389999,203.800003,207.289993,203.680984,14861700
2020-01-22,207.509995,210.130005,207.289993,207.899994,204.280380,8065000
2020-01-23,207.899994,208.399994,205.300003,206.520004,202.924408,8520800
2020-01-24,207.419998,207.990005,204.210007,205.000000,201.430878,7812900
2020-01-27,200.000000,203.330002,199.100006,201.690002,198.178528,7198900
2020-01-28,202.389999,203.839996,201.779999,202.850006,199.318314,7215700
2020-01-29,204.300003,205.919998,202.509995,204.860001,201.293304,7041700
2020-01-30,204.000000,208.500000,203.320007,208.210007,204.584991,8571900
2020-01-31,201.490005,203.979996,198.259995,198.970001,195.505859,16699600
2020-02-03,199.940002,202.259995,199.850006,200.809998,197.313812,10885900
2020-02-04,203.500000,204.919998,202.229996,203.559998,200.015945,10205900
2020-02-05,205.500000,205.600006,199.949997,202.809998,199.278976,8672400
2020-02-06,203.050003,204.630005,202.479996,203.039993,199.505005,7001200
2020-02-07,201.979996,203.830002,201.089996,202.740005,199.210220,5691100
2020-02-10,201.970001,206.130005,201.860001,205.990005,202.403625,6239500
2020-02-11,207.500000,207.669998,203.639999,203.940002,200.389328,10231900
2020-02-12,205.000000,208.149994,205.000000,207.440002,203.828400,7355800
2020-02-13,206.619995,208.470001,206.050003,207.399994,204.084229,9495300
2020-02-14,208.289993,210.779999,208.009995,210.289993,206.928024,6548800
2020-02-18,210.000000,211.500000,209.360001,211.199997,207.823471,7651500
2020-02-19,212.520004,214.169998,211.720001,213.309998,209.899750,5927500
2020-02-20,212.130005,213.690002,208.279999,211.449997,208.069489,8531900
2020-02-21,209.899994,210.220001,207.419998,208.809998,205.471695,9231500
2020-02-24,197.889999,203.770004,194.009995,198.789993,195.611877,13316800
2020-02-25,198.789993,199.889999,187.720001,188.399994,185.387985,18539000
2020-02-26,190.000000,193.509995,187.029999,187.210007,184.217026,14214700
2020-02-27,182.119995,186.339996,180.000000,180.009995,177.132111,17536600
2020-02-28,173.789993,182.330002,172.979996,181.759995,178.854141,22659000
2020-03-02,186.320007,192.440002,183.100006,192.330002,189.255157,17434500
2020-03-03,193.199997,194.039993,184.500000,185.729996,182.760666,15226400
2020-03-04,190.360001,194.490005,186.169998,194.289993,191.183838,10789100
2020-03-05,191.240005,191.919998,185.639999,186.960007,183.971008,10106900
2020-03-06,183.539993,185.990005,179.979996,184.360001,181.412598,15183200
2020-03-09,171.210007,179.570007,168.309998,171.130005,168.394089,20486400
2020-03-10,179.470001,182.610001,171.880005,182.600006,179.680695,16119400
2020-03-11,177.649994,178.729996,170.199997,172.949997,170.184998,14598200
2020-03-12,158.500000,172.000000,156.990005,160.080002,157.520737,27467700
2020-03-13,168.720001,176.320007,162.210007,175.830002,173.018967,19948900
2020-03-16,151.139999,165.309998,147.979996,152.009995,149.579773,23692000
2020-03-17,155.750000,163.699997,149.250000,157.889999,155.365784,22298000
2020-03-18,148.460007,150.679993,139.800003,148.479996,146.106201,22787500
2020-03-19,146.919998,157.250000,141.470001,152.250000,149.815933,19362800
2020-03-20,154.820007,158.259995,145.669998,146.830002,144.482605,18692100
2020-03-23,141.330002,143.350006,133.929993,135.740005,133.569901,30344100
2020-03-24,144.839996,155.250000,143.580002,154.529999,152.059479,24488300
2020-03-25,159.320007,168.179993,153.580002,161.779999,159.193573,20619600
2020-03-26,162.080002,169.529999,161.789993,168.880005,166.180038,17062900
2020-03-27,161.080002,167.100006,158.149994,161.559998,158.977081,14950700
2020-03-30,161.039993,165.869995,160.690002,165.570007,162.922989,15714500
2020-03-31,166.429993,168.190002,160.539993,161.119995,158.544128,20613100
2020-04-01,156.320007,158.070007,151.419998,153.110001,150.662186,12595200
2020-04-02,152.529999,158.350006,151.289993,157.389999,154.873749,14051100
2020-04-03,155.559998,157.720001,150.600006,151.850006,149.422333,11994700
2020-04-06,160.020004,170.729996,158.250000,169.440002,166.731094,16479100
2020-04-07,177.759995,178.800003,168.100006,168.589996,165.894730,15379000
2020-04-08,171.009995,176.000000,167.929993,174.940002,172.143188,11146500
2020-04-09,176.270004,177.190002,172.850006,173.690002,170.913162,12231800
2020-04-13,172.259995,172.320007,166.149994,168.990005,166.288315,14043700
2020-04-14,173.089996,175.429993,170.830002,174.619995,171.828308,9980500
2020-04-15,168.699997,169.360001,164.949997,165.960007,163.306747,12118700
2020-04-16,167.110001,168.000000,159.800003,162.419998,159.823334,20308200
2020-04-17,169.649994,170.990005,164.949997,169.539993,166.829514,15375800
2020-04-20,167.330002,167.429993,163.199997,164.220001,161.594589,10505200
2020-04-21,162.000000,162.570007,159.149994,160.529999,157.963547,10562100
2020-04-22,164.660004,167.699997,162.919998,166.589996,163.926682,14502500
2020-04-23,167.880005,170.410004,166.210007,166.380005,163.720047,11411300
2020-04-24,168.440002,168.750000,164.009995,167.320007,164.645004,8391400
2020-04-27,168.649994,172.350006,168.550003,171.759995,169.013977,9903300
2020-04-28,175.000000,175.009995,170.380005,171.250000,168.512177,8614400
2020-04-29,176.850006,182.250000,176.100006,181.789993,178.883652,12862800
2020-04-30,181.779999,181.830002,177.660004,178.720001,175.862717,11331600
2020-05-01,174.449997,179.639999,174.270004,175.570007,172.763092,10109600
2020-05-04,172.949997,176.940002,171.720001,176.149994,173.333817,9386200
2020-05-05,179.089996,181.100006,178.259995,178.440002,175.587234,13513000
2020-05-06,179.720001,180.509995,177.880005,178.779999,175.921783,8540500
2020-05-07,181.750000,184.979996,181.710007,182.720001,179.798798,9262200
2020-05-08,185.029999,185.750000,183.619995,185.089996,182.130890,6470100
2020-05-11,183.869995,184.619995,181.429993,183.559998,180.625366,8683100
2020-05-12,183.559998,183.990005,179.369995,179.470001,176.600769,8219700
2020-05-13,178.500000,181.089996,175.039993,177.089996,174.550613,13377100
2020-05-14,175.940002,181.050003,173.820007,180.899994,178.305954,9695100
2020-05-15,179.979996,184.139999,178.869995,183.490005,180.858810,10785900
2020-05-18,188.000000,192.830002,187.470001,191.380005,188.635666,11802200
2020-05-19,191.139999,194.500000,189.229996,189.360001,186.644623,7446800
2020-05-20,193.000000,194.990005,192.410004,193.860001,191.080139,9545600
2020-05-21,193.500000,193.619995,190.020004,190.619995,187.886581,11338100
2020-05-22,191.000000,191.369995,189.229996,190.860001,188.123123,5807600
2020-05-26,195.800003,196.270004,192.759995,193.220001,190.449295,9662200
2020-05-27,194.309998,194.309998,188.520004,192.820007,190.055038,7650300
2020-05-28,193.539993,198.289993,192.710007,194.259995,191.474380,8352200
2020-05-29,194.500000,196.740005,193.279999,195.240005,192.440338,10211900
2020-06-01,194.710007,195.880005,193.520004,194.350006,191.563095,6011300
2020-06-02,195.940002,197.520004,194.919998,196.360001,193.544235,8462100
2020-06-03,198.000000,198.139999,195.570007,196.869995,194.046951,8879400
2020-06-04,195.979996,196.460007,193.119995,193.639999,190.863251,7829800
2020-06-05,196.199997,199.770004,195.479996,199.610001,196.747635,8561200
2020-06-08,199.580002,199.960007,197.130005,199.600006,196.737793,7628100
2020-06-09,198.360001,201.669998,198.240005,199.080002,196.225250,6892300
2020-06-10,199.899994,202.179993,198.949997,200.479996,197.605179,8405300
2020-06-11,195.139999,196.360001,188.750000,188.880005,186.171524,11974600
2020-06-12,194.210007,195.000000,187.850006,192.259995,189.503067,11706300
2020-06-15,187.000000,192.479996,186.210007,191.759995,189.010208,6752700
2020-06-16,196.860001,198.380005,191.800003,192.880005,190.114166,11057200
2020-06-17,193.660004,195.369995,193.059998,193.559998,190.784393,5968900
2020-06-18,192.600006,194.250000,192.110001,193.910004,191.129395,5803200
2020-06-19,196.889999,197.100006,191.369995,192.199997,189.443893,11483300
2020-06-22,191.990005,196.360001,191.289993,194.960007,192.164352,6674500
2020-06-23,196.250000,200.149994,195.820007,197.970001,195.131195,9866800
2020-06-24,197.020004,197.479996,190.690002,191.410004,188.665268,9453100
2020-06-25,191.100006,194.240005,189.899994,193.979996,191.198380,9936600
2020-06-26,193.100006,194.130005,189.080002,189.270004,186.555923,11836000
2020-06-29,189.910004,191.449997,187.300003,191.380005,188.635666,8020400
2020-06-30,191.490005,193.750000,190.160004,193.169998,190.400009,9040100
2020-07-01,193.850006,195.350006,192.660004,193.779999,191.001236,6394100
2020-07-02,196.000000,197.919998,195.000000,195.669998,192.864151,6299300
2020-07-06,198.729996,199.179993,195.679993,197.759995,194.924194,7292200
2020-07-07,196.809998,198.899994,193.809998,194.199997,191.415222,7660100
2020-07-08,195.080002,195.520004,193.119995,195.070007,192.272766,8368000
2020-07-09,195.000000,195.490005,189.949997,192.210007,189.453781,8548200
2020-07-10,191.649994,192.820007,189.440002,192.550003,189.788910,7674200
2020-07-13,193.610001,195.190002,188.699997,189.020004,186.309509,8564100
2020-07-14,189.500000,193.470001,187.179993,193.330002,190.557739,8003900
2020-07-15,195.229996,197.770004,194.500000,196.550003,193.731552,7681100
2020-07-16,195.330002,195.710007,192.520004,193.500000,190.725281,5064000
2020-07-17,194.830002,195.570007,193.119995,195.089996,192.292465,6395000
2020-07-20,194.740005,199.479996,193.669998,198.470001,195.623993,6985300
2020-07-21,200.000000,200.169998,195.679993,196.479996,193.662552,7218700
2020-07-22,196.479996,199.000000,196.250000,198.860001,196.008423,6823400
2020-07-23,198.440002,200.949997,196.429993,197.429993,194.598892,6106700
2020-07-24,195.669998,197.479996,194.029999,195.149994,192.351608,7160300
2020-07-27,195.160004,197.809998,194.199997,196.910004,194.086380,5604700
2020-07-28,197.690002,199.369995,196.710007,196.740005,193.918808,6897300
2020-07-29,193.089996,198.889999,193.050003,198.580002,195.732407,9471300
2020-07-30,195.199997,196.559998,192.119995,194.059998,191.277252,10499400
2020-07-31,194.419998,194.690002,189.440002,190.399994,187.669739,14180800
2020-08-03,191.800003,193.339996,190.210007,190.690002,187.955582,11405200
2020-08-04,191.130005,192.940002,190.080002,192.289993,189.532623,8204000
2020-08-05,193.559998,198.179993,193.100006,196.100006,193.288025,8876800
2020-08-06,195.979996,198.919998,194.789993,198.770004,195.919708,7480300
2020-08-07,197.589996,197.979996,195.300003,196.360001,193.544235,5654000
2020-08-10,196.360001,198.309998,195.330002,196.789993,193.968094,5525400
2020-08-11,197.820007,202.889999,196.339996,197.770004,194.934082,11549600
2020-08-12,199.000000,200.229996,198.240005,198.740005,195.890137,5432500
2020-08-13,197.130005,199.940002,197.029999,197.580002,195.041168,7014800
2020-08-14,197.009995,198.070007,195.770004,196.639999,194.113235,5014400
2020-08-17,197.300003,200.460007,196.710007,199.429993,196.867401,6256200
2020-08-18,199.979996,200.100006,196.820007,199.009995,196.452805,6519900
2020-08-19,198.919998,202.839996,198.899994,200.990005,198.407364,9467600
2020-08-20,199.899994,204.440002,199.600006,204.149994,201.526764,8849200
2020-08-21,204.500000,205.139999,203.339996,204.130005,201.507004,9998300
2020-08-24,205.009995,206.449997,204.669998,206.410004,203.757706,6159600
2020-08-25,207.190002,208.199997,205.539993,208.100006,205.426025,5828300
2020-08-26,208.100006,210.800003,207.300003,210.259995,207.558243,7035200
2020-08-27,211.210007,212.179993,209.050003,211.029999,208.318344,8619600
2020-08-28,212.000000,216.160004,211.220001,215.710007,212.938217,7349800
2020-08-31,215.539993,215.960007,211.559998,211.990005,209.266022,9326900
2020-09-01,212.210007,213.889999,211.119995,213.350006,210.608551,5642900
2020-09-02,214.130005,217.350006,213.770004,216.479996,213.698334,9863800
2020-09-03,214.929993,214.929993,207.089996,208.960007,206.274948,11310200
2020-09-04,208.490005,210.500000,200.149994,204.660004,202.030197,13243600
2020-09-08,200.779999,202.250000,199.210007,200.119995,197.548538,14186900
2020-09-09,204.350006,206.289993,201.949997,204.059998,201.437897,7532600
2020-09-10,204.860001,207.000000,200.449997,201.539993,198.950302,7243000
2020-09-11,201.580002,202.410004,198.910004,200.679993,198.101349,7439000
2020-09-14,203.350006,206.410004,203.139999,204.979996,202.346100,11730500
2020-09-15,206.750000,208.210007,204.770004,205.389999,202.750824,6328600
2020-09-16,206.740005,207.750000,204.949997,205.130005,202.494156,6135000
2020-09-17,202.850006,205.580002,202.000000,205.270004,202.632355,7474900
2020-09-18,205.470001,205.720001,201.720001,202.610001,200.006561,9084100
2020-09-21,199.910004,201.250000,194.699997,197.449997,194.912827,9656000
2020-09-22,198.089996,200.710007,196.800003,200.559998,197.982895,7543100
2020-09-23,200.800003,201.089996,194.570007,195.369995,192.859573,6310600
2020-09-24,195.149994,197.669998,193.130005,195.520004,193.007660,9865300
2020-09-25,195.020004,198.139999,193.509995,197.250000,194.715408,5496100
2020-09-28,200.630005,201.720001,199.830002,200.320007,197.745987,5565300
2020-09-29,200.580002,202.380005,199.369995,199.440002,196.877274,5513500
2020-09-30,200.850006,202.539993,198.889999,199.970001,197.400467,9157600
2020-10-01,202.210007,205.199997,201.639999,203.350006,200.737045,7234600
2020-10-02,200.000000,202.830002,199.399994,201.460007,198.871338,6019700
2020-10-05,202.710007,203.649994,201.050003,203.539993,200.924606,6090500
2020-10-06,204.110001,205.100006,199.710007,200.449997,197.874298,5841100
2020-10-07,202.000000,202.789993,199.990005,202.470001,199.868362,6713400
2020-10-08,204.000000,204.300003,202.229996,202.979996,200.371796,3955600
2020-10-09,204.000000,207.080002,203.679993,206.639999,203.984772,5562900
2020-10-12,206.940002,207.970001,205.729996,206.399994,203.747833,6622700
2020-10-13,203.380005,205.210007,203.029999,204.320007,201.694611,5621700
2020-10-14,204.710007,204.970001,201.130005,202.199997,199.601807,5320000
2020-10-15,201.009995,204.699997,197.600006,199.550003,196.985870,8885500
2020-10-16,199.990005,202.649994,199.410004,200.259995,197.686722,6385900
2020-10-19,200.850006,201.070007,196.500000,196.970001,194.439026,7449600
2020-10-20,197.550003,199.660004,196.710007,197.699997,195.159653,7427000
